Student_Name,Gender,Stream,Branch,Semester,10th_%,10th_Board,10th_Passout_Year,12th_%,12th_Education,12th_Passout_Year,University_Admission_Year,CGPA,Attendance_%,Backlog,Top_Certification,Internship_Status,Projects_Count,Placement_Status
s490,Female,B.Sc,Chemistry,6,97.32,State Board,2021,85.65,CHSE Odisha - Science,2023.0,2024,6.47,86.0,Yes,NPTEL DBMS,Not Yet,2,Not Placed
s491,Female,B.Tech,CSE,1,83.83,ICSE,2024,74.28,CBSE - Science,2026.0,2026,7.21,88.0,No,No Certification,Not Yet,1,Not Placed
s492,Male,B.Tech,Mechanical,2,80.71,State Board,2024,85.26,ISC - Science,2026.0,2026,6.19,91.0,Yes (Cleared),ANSYS,Not Yet,2,Not Placed
s493,Female,B.Tech,ECE,4,83.41,State Board,2023,61.94,ISC - Science,2025.0,2025,8.47,90.0,No,Python,Completed - DRDO,2,Not Placed
s494,Male,Diploma,Diploma Civil,1,89.14,CBSE,2026,,Diploma (Lateral Entry),,2026,8.14,92.0,No,MATLAB & Simulink,Not Yet,1,Not Placed
s495,Male,M.Sc,Physics,4,91.48,CBSE,2020,71.73,CHSE Odisha - Science,2022.0,2025,6.26,75.0,Yes,No Certification,Not Yet,1,Not Placed
s496,Female,B.Tech,Civil,6,62.51,ICSE,2022,89.47,ISC - Science,2024.0,2024,6.77,78.0,No,No Certification,Ongoing - DRDO,1,Not Placed
s497,Male,BCA,Information Technology,6,88.0,ICSE,2022,90.26,ISC - Science,2024.0,2024,8.52,95.0,Yes,AWS,Ongoing - ISRO,3,Not Placed
s498,Male,MCA,Cloud Computing,4,68.77,CBSE,2020,77.26,CHSE Odisha - Science,2022.0,2025,6.4,72.0,Yes,Azure,Completed - HCL,1,Not Placed
s499,Female,B.Tech,Mechanical,2,74.13,State Board,2023,60.54,ISC - Science,2025.0,2026,8.06,90.0,No,ANSYS,Not Yet,4,Not Placed
s500,Female,B.Tech,CSE,8,77.11,CBSE,2020,91.86,CHSE Odisha - Science,2022.0,2023,8.08,83.0,No,Java,Completed - TCS,5,Placed - Capgemini
s501,Female,B.Tech,CSE,8,56.72,CBSE,2020,76.68,ISC - Science,2022.0,2023,6.75,77.0,No,No Certification,Not Yet,1,Not Placed
s502,Female,B.Sc,Chemistry,6,78.52,CBSE,2022,90.52,ISC - Science,2024.0,2024,9.51,82.0,Yes,No Certification,Not Yet,2,Not Placed
s503,Male,M.Tech,Structural Engineering,3,85.9,ICSE,2019,69.32,CHSE Odisha - Science,2021.0,2025,6.77,99.0,Yes (Cleared),SolidWorks,Completed - TCS,2,Placed - Bosch
s504,Male,B.Sc,Mathematics,4,70.35,ICSE,2022,66.51,CBSE - Science,2024.0,2025,7.34,75.0,No,Python,Ongoing - ISRO,3,Not Placed
s505,Male,B.Tech,IT,8,71.7,CBSE,2020,89.11,CBSE - Science,2022.0,2023,8.5,83.0,Yes,No Certification,Completed - Microsoft,3,Not Placed
s506,Female,B.Tech,EEE,5,77.53,ICSE,2022,72.85,CBSE - Science,2024.0,2024,8.59,92.0,No,No Certification,Completed - Mahindra & Mahindra,2,Not Placed
s507,Female,B.Tech,CSE,2,88.82,CBSE,2023,65.72,State Board - Science,2025.0,2026,7.71,84.0,No,Java,Not Yet,4,Not Placed
s508,Male,B.Tech,EEE,8,89.38,CBSE,2020,72.99,CBSE - Science,2022.0,2023,9.37,90.0,No,PLC & SCADA,Completed - Wipro,4,Placed - IBM
s509,Female,M.Sc,Data Science,4,88.92,ICSE,2019,80.82,CHSE Odisha - Science,2021.0,2025,8.26,76.0,Yes,Java,Completed - Cisco,4,Not Placed
s510,Male,B.Tech,EEE,1,78.14,ICSE,2023,60.16,State Board - Science,2025.0,2026,7.1,79.0,No,ANSYS,Not Yet,2,Not Placed
s511,Male,B.Tech,CSE,2,84.46,CBSE,2024,78.19,State Board - Science,2026.0,2026,7.82,97.0,No,AWS,Not Yet,2,Not Placed
s512,Male,B.Tech,ECE,1,83.01,State Board,2024,75.6,State Board - Science,2026.0,2026,9.05,97.0,No,Azure,Not Yet,3,Not Placed
s513,Male,B.Tech,Mechanical,8,83.06,State Board,2020,78.05,CHSE Odisha - Science,2022.0,2023,9.16,92.0,No,STAAD Pro,Completed - DRDO,5,Placed - BHEL
s514,Male,B.Tech,CSE,8,73.32,ICSE,2020,64.23,ISC - Science,2022.0,2023,6.26,75.0,Yes (Cleared),NPTEL DBMS,Completed - Cognizant,3,Placed - Accenture
s515,Female,B.Tech,EEE,8,95.02,CBSE,2021,85.01,CBSE - Science,2023.0,2023,8.21,88.0,No,STAAD Pro,Completed - HCL,1,Placed - Cognizant
s516,Male,B.Tech,EEE,8,75.58,State Board,2021,88.58,CHSE Odisha - Science,2023.0,2023,8.76,100.0,No,SolidWorks,Completed - Tata Motors,2,Placed - Bosch
s517,Male,B.Tech,IT,6,97.39,State Board,2022,90.29,CHSE Odisha - Science,2024.0,2024,8.38,67.0,Yes,Python,Completed - TCS,2,Not Placed
s518,Female,B.Tech,ECE,8,65.83,State Board,2020,71.23,CHSE Odisha - Science,2022.0,2023,7.13,78.0,Yes (Cleared),No Certification,Not Yet,1,Not Placed
s519,Male,B.Tech,CSE,8,70.49,CBSE,2020,84.89,CHSE Odisha - Science,2022.0,2023,5.84,84.0,Yes,NPTEL DBMS,Completed - DRDO,4,Not Placed
s520,Female,B.Tech,Mechanical,8,84.4,State Board,2021,80.51,State Board - Science,2023.0,2023,7.92,86.0,No,STAAD Pro,Completed - L&T,2,Placed - Bosch
s521,Male,B.Tech,Mechanical,1,92.96,CBSE,2024,86.3,State Board - Science,2026.0,2026,8.21,79.0,Yes (Cleared),No Certification,Not Yet,1,Not Placed
s522,Female,B.Tech,IT,8,97.11,State Board,2021,62.14,CBSE - Science,2023.0,2023,9.29,87.0,No,Python,Completed - DRDO,3,Placed - Google
s523,Female,B.Tech,ECE,2,82.58,ICSE,2023,90.55,CBSE - Science,2025.0,2026,8.52,82.0,Yes (Cleared),No Certification,Not Yet,4,Not Placed
s524,Female,MCA,Computer Applications,4,65.98,State Board,2019,93.39,State Board - Science,2021.0,2025,7.77,74.0,Yes,Java,Not Yet,3,Not Placed
s525,Female,B.Tech,CSE,8,75.88,CBSE,2020,77.32,State Board - Science,2022.0,2023,6.18,61.0,Yes,AWS,Completed - Oracle,3,Not Placed
s526,Female,MCA,Computer Applications,4,96.48,ICSE,2020,77.97,CHSE Odisha - Science,2022.0,2025,8.07,79.0,Yes,No Certification,Not Yet,1,Not Placed
s527,Male,B.Tech,IT,8,75.9,CBSE,2021,78.57,CHSE Odisha - Science,2023.0,2023,7.27,87.0,No,No Certification,Completed - Google,1,Not Placed
s528,Male,B.Tech,ECE,4,86.28,State Board,2023,78.81,ISC - Science,2025.0,2025,7.59,84.0,No,AWS,Ongoing - DRDO,2,Not Placed
s529,Male,B.Tech,EEE,4,73.97,CBSE,2023,60.72,CBSE - Science,2025.0,2025,7.43,65.0,Yes,ETABS,Completed - TCS,1,Not Placed
s530,Female,B.Sc,Physics,6,84.67,CBSE,2021,93.86,CBSE - Science,2023.0,2024,8.16,77.0,No,No Certification,Completed - Intel,3,Not Placed
s531,Male,B.Tech,EEE,8,96.68,ICSE,2020,67.83,State Board - Science,2022.0,2023,7.89,69.4,Yes,Revit,Completed - Wipro,4,Not Placed
s532,Male,MCA,Computer Applications,4,73.71,State Board,2019,66.38,CHSE Odisha - Science,2021.0,2025,6.85,69.0,Yes (Cleared),No Certification,Ongoing - TCS,3,Not Placed
s533,Male,BCA,Information Technology,2,92.97,CBSE,2023,63.59,ISC - Science,2025.0,2026,8.43,83.0,No,No Certification,Not Yet,3,Not Placed
s534,Female,B.Tech,CSE,8,84.24,ICSE,2021,68.77,CBSE - Science,2023.0,2023,7.04,80.0,No,No Certification,Completed - Cisco,1,Not Placed
s535,Female,B.Tech,CSE,8,94.83,ICSE,2020,88.6,CBSE - Science,2022.0,2023,7.02,79.0,Yes,NPTEL DBMS,Completed - Microsoft,3,Not Placed
s536,Female,M.Tech,Machine Learning,4,59.75,CBSE,2018,61.05,State Board - Science,2020.0,2025,7.37,80.0,Yes,Java,Completed - Microsoft,4,Not Placed
s537,Male,M.Tech,VLSI,1,76.48,CBSE,2019,63.38,ISC - Science,2021.0,2026,6.74,97.0,No,Java,Not Yet,2,Not Placed
s538,Female,BCA,Information Technology,6,95.14,CBSE,2022,84.46,CBSE - Arts,2024.0,2024,8.55,91.0,Yes,Cisco CCNA,Completed - Microsoft,3,Not Placed
s539,Male,M.Tech,Robotics,1,83.61,State Board,2020,66.83,State Board - Science,2022.0,2026,7.27,83.0,No,No Certification,Not Yet,1,Not Placed
s540,Female,MCA,Data Science,1,70.7,CBSE,2021,60.62,CBSE - Science,2023.0,2026,7.53,93.0,No,NPTEL DBMS,Not Yet,1,Not Placed
s541,Female,B.Tech,Civil,8,70.1,CBSE,2020,80.98,CHSE Odisha - Science,2022.0,2023,6.82,79.0,No,ETABS,Completed - Ashok Leyland,4,Placed - IBM
s542,Female,B.Tech,ECE,6,83.77,State Board,2022,86.41,CHSE Odisha - Science,2024.0,2024,8.95,78.0,No,No Certification,Not Yet,2,Not Placed
s543,Male,B.Sc,Chemistry,6,82.62,State Board,2022,78.3,State Board - Science,2024.0,2024,7.36,67.0,Yes (Cleared),No Certification,Not Yet,0,Not Placed
s544,Female,B.Tech,Mechanical,8,59.88,CBSE,2020,84.59,ISC - Science,2022.0,2023,7.82,80.0,Yes,SolidWorks,Not Yet,3,Not Placed
s545,Female,B.Tech,Civil,3,73.94,State Board,2023,63.6,CBSE - Science,2025.0,2025,7.87,86.0,No,ETABS,Completed - Wipro,3,Not Placed
s546,Male,B.Tech,ECE,6,79.63,ICSE,2022,90.43,State Board - Science,2024.0,2024,9.74,90.0,No,Python,Completed - ISRO,3,Not Placed
s547,Female,B.Tech,Civil,8,78.85,CBSE,2021,85.1,ISC - Science,2023.0,2023,7.95,87.0,No,MATLAB & Simulink,Completed - Tata Motors,2,Placed - NTPC
s548,Female,MCA,Data Science,4,93.53,ICSE,2019,61.58,CHSE Odisha - Science,2021.0,2025,7.0,73.0,Yes (Cleared),No Certification,Ongoing - Cisco,2,Placed - HCL
s549,Female,B.Tech,ECE,1,79.87,State Board,2024,64.31,State Board - Science,2026.0,2026,7.22,84.0,Yes (Cleared),Java,Not Yet,1,Not Placed
s550,Male,B.Tech,ECE,8,91.02,ICSE,2020,77.28,CBSE - Science,2022.0,2023,7.64,88.0,No,No Certification,Completed - Amazon,3,Not Placed
s551,Female,B.Tech,CSE,7,93.5,State Board,2021,77.53,ISC - Science,2023.0,2023,8.72,81.0,Yes (Cleared),No Certification,Not Yet,2,Not Placed
s552,Female,B.Tech,Mechanical,2,63.64,State Board,2023,69.79,State Board - Science,2025.0,2026,5.36,92.0,No,ETABS,Not Yet,2,Not Placed
s553,Male,B.Sc,Data Science,1,95.94,ICSE,2024,64.27,State Board - Arts,2026.0,2026,8.06,83.0,No,ML,Not Yet,2,Not Placed
s554,Male,B.Tech,IT,4,89.96,State Board,2023,74.2,CHSE Odisha - Science,2025.0,2025,6.07,70.0,Yes (Cleared),ML,Completed - Oracle,2,Not Placed
s555,Female,MCA,Data Science,2,95.24,ICSE,2020,64.79,State Board - Science,2022.0,2026,7.46,73.0,Yes,No Certification,Not Yet,2,Not Placed
s556,Female,M.Sc,Physics,4,78.12,ICSE,2020,80.71,CBSE - Science,2022.0,2025,8.83,93.0,Yes,NPTEL DBMS,Completed - Infosys,3,Not Placed
s557,Female,Diploma,Diploma Electrical,3,80.42,State Board,2025,,Diploma (Lateral Entry),,2025,7.51,69.0,Yes,Revit,Ongoing - TCS,2,Not Placed
s558,Female,B.Tech,EEE,8,81.0,CBSE,2021,65.15,ISC - Science,2023.0,2023,8.34,75.0,No,SolidWorks,Completed - ISRO,1,Not Placed
s559,Male,M.Tech,VLSI,4,97.97,ICSE,2018,80.05,ISC - Science,2020.0,2025,8.53,82.0,Yes,No Certification,Ongoing - Cisco,4,Not Placed
s560,Female,B.Tech,CSE,3,53.32,ICSE,2023,86.13,State Board - Science,2025.0,2025,7.59,90.0,No,ML,Not Yet,2,Not Placed
s561,Male,BCA,Information Technology,2,80.1,State Board,2023,65.75,ISC - Science,2025.0,2026,7.7,68.0,Yes (Cleared),SQL,Not Yet,3,Not Placed
s562,Female,M.Tech,Environmental Engineering,2,81.99,ICSE,2020,88.91,State Board - Science,2022.0,2026,9.13,90.0,No,Revit,Not Yet,2,Not Placed
s563,Female,B.Tech,Civil,1,77.7,ICSE,2024,92.82,CHSE Odisha - Science,2026.0,2026,8.7,89.0,No,STAAD Pro,Not Yet,2,Not Placed
s564,Male,B.Tech,CSE,1,71.35,State Board,2024,73.61,ISC - Science,2026.0,2026,7.09,63.0,Yes (Cleared),Java,Not Yet,0,Not Placed
s565,Male,MCA,Cybersecurity,4,72.85,ICSE,2020,74.72,ISC - Science,2022.0,2025,7.77,86.0,Yes,Cisco CCNA,Completed - Infosys,2,Not Placed
s566,Male,B.Tech,Mechanical,1,93.37,CBSE,2024,89.39,CBSE - Science,2026.0,2026,8.75,96.0,No,No Certification,Not Yet,2,Not Placed
s567,Female,BCA,Information Technology,3,78.0,CBSE,2023,78.4,CHSE Odisha - Arts,2025.0,2025,7.07,80.0,No,No Certification,Not Yet,0,Not Placed
s568,Female,MCA,Computer Applications,3,96.2,CBSE,2020,73.85,CHSE Odisha - Science,2022.0,2025,8.31,66.0,Yes,SQL,Ongoing - Oracle,3,Not Placed
s569,Male,BCA,Computer Applications,6,76.98,State Board,2021,92.95,State Board - Arts,2023.0,2024,8.36,87.0,Yes,No Certification,Completed - Wipro,4,Not Placed
s570,Male,M.Tech,VLSI,3,77.44,ICSE,2019,87.19,CBSE - Science,2021.0,2025,7.41,83.0,No,Azure,Ongoing - ISRO,2,Placed - Cognizant
s571,Male,B.Tech,IT,2,84.31,ICSE,2024,71.85,CHSE Odisha - Science,2026.0,2026,7.34,53.0,Yes,No Certification,Not Yet,1,Not Placed
s572,Male,B.Tech,Civil,8,75.32,CBSE,2020,68.41,ISC - Science,2022.0,2023,6.56,60.0,Yes,ANSYS,Completed - IBM,3,Not Placed
s573,Male,MCA,Computer Applications,4,80.45,ICSE,2020,71.73,State Board - Science,2022.0,2025,5.89,84.0,Yes (Cleared),No Certification,Not Yet,0,Not Placed
s574,Female,B.Tech,CSE,1,96.77,State Board,2024,75.25,ISC - Science,2026.0,2026,8.91,87.0,No,Azure,Not Yet,3,Not Placed
s575,Male,B.Tech,CSE,2,94.76,ICSE,2023,94.34,CHSE Odisha - Science,2025.0,2026,8.25,77.0,No,No Certification,Not Yet,2,Not Placed
s576,Female,B.Tech,EEE,8,92.73,CBSE,2020,88.15,State Board - Science,2022.0,2023,9.43,89.0,No,ANSYS,Completed - HCL,5,Not Placed
s577,Male,B.Tech,CSE,8,87.67,ICSE,2021,91.95,State Board - Science,2023.0,2023,6.9,100.0,Yes,Cisco CCNA,Not Yet,0,Not Placed
s578,Male,B.Tech,Mechanical,8,66.32,ICSE,2020,88.53,ISC - Science,2022.0,2023,6.36,41.0,Yes,No Certification,Not Yet,2,Not Placed
s579,Female,B.Tech,ECE,1,96.34,CBSE,2024,89.67,CBSE - Science,2026.0,2026,7.91,77.0,No,AWS,Not Yet,2,Not Placed
s580,Male,B.Tech,IT,8,85.38,CBSE,2021,61.87,CHSE Odisha - Science,2023.0,2023,8.59,89.0,No,Python,Completed - Amazon,3,Placed - Microsoft
s581,Male,B.Tech,CSE,1,62.1,CBSE,2024,78.11,CHSE Odisha - Science,2026.0,2026,8.8,100.0,No,NPTEL DBMS,Not Yet,3,Not Placed
s582,Female,M.Sc,Physics,2,71.39,ICSE,2020,93.53,CHSE Odisha - Science,2022.0,2026,8.58,79.0,No,No Certification,Not Yet,4,Not Placed
s583,Female,B.Tech,ECE,8,90.51,ICSE,2021,92.7,CBSE - Science,2023.0,2023,8.61,85.0,No,Azure,Completed - ISRO,3,Placed - Amazon
s584,Male,M.Tech,Robotics,2,82.62,ICSE,2020,68.72,CHSE Odisha - Science,2022.0,2026,8.21,81.0,No,No Certification,Not Yet,1,Not Placed
s585,Male,B.Tech,IT,6,91.07,CBSE,2022,74.77,ISC - Science,2024.0,2024,7.42,71.0,Yes,Java,Completed - Infosys,2,Not Placed
s586,Female,Diploma,Diploma Mechanical,3,88.05,ICSE,2025,,Diploma (Lateral Entry),,2025,7.84,88.0,No,STAAD Pro,Not Yet,1,Not Placed
s587,Female,MCA,Computer Applications,4,78.01,State Board,2020,72.76,CHSE Odisha - Science,2022.0,2025,9.12,89.0,Yes (Cleared),Azure,Ongoing - Microsoft,2,Placed - Amazon
s588,Male,B.Tech,Civil,3,66.44,State Board,2023,63.22,ISC - Science,2025.0,2025,5.97,71.1,Yes,ETABS,Not Yet,0,Not Placed
s589,Female,B.Tech,IT,1,56.65,State Board,2024,62.42,State Board - Science,2026.0,2026,6.46,70.0,Yes,No Certification,Not Yet,0,Not Placed
s590,Male,B.Tech,Mechanical,2,73.56,CBSE,2024,75.16,CHSE Odisha - Science,2026.0,2026,8.97,85.0,No,AutoCAD,Not Yet,2,Not Placed
s591,Male,B.Tech,EEE,1,83.22,CBSE,2024,77.67,State Board - Science,2026.0,2026,8.04,85.0,No,ETABS,Not Yet,1,Not Placed
s592,Female,B.Tech,Civil,1,67.13,State Board,2023,60.73,CHSE Odisha - Science,2025.0,2026,6.2,76.0,No,AutoCAD,Not Yet,2,Not Placed
s593,Female,B.Tech,EEE,1,68.49,CBSE,2024,64.88,CBSE - Science,2026.0,2026,8.07,76.0,No,No Certification,Not Yet,0,Not Placed
s594,Female,B.Sc,Mathematics,2,90.69,CBSE,2024,93.94,CBSE - Science,2026.0,2026,9.36,86.0,No,Python,Not Yet,2,Not Placed
s595,Female,B.Tech,ECE,2,97.34,State Board,2023,87.18,State Board - Science,2025.0,2026,8.99,62.0,Yes (Cleared),No Certification,Not Yet,3,Not Placed
s596,Female,B.Tech,IT,4,77.28,ICSE,2023,92.79,CBSE - Science,2025.0,2025,9.26,95.0,No,ML,Ongoing - Intel,3,Not Placed
s597,Male,B.Tech,ECE,2,88.37,State Board,2023,82.16,State Board - Science,2025.0,2026,10.0,90.0,No,Java,Not Yet,3,Not Placed
s598,Female,B.Tech,IT,3,78.42,State Board,2023,88.32,CHSE Odisha - Science,2025.0,2025,8.51,76.0,No,Python,Ongoing - Oracle,2,Not Placed
s599,Male,BCA,Computer Applications,6,68.22,CBSE,2022,90.95,CBSE - Science,2024.0,2024,8.71,93.0,Yes,No Certification,Ongoing - DRDO,2,Not Placed
s600,Female,B.Tech,ECE,3,81.04,CBSE,2023,90.96,CBSE - Science,2025.0,2025,7.15,69.0,Yes,Java,Ongoing - IBM,1,Not Placed
